"id","uuid","org_uuid","machine","observed_at","forwarded_at","user","application","field","coord_x","coord_y","action","value","clipboard","monetary_amount","keystrokes","created_at","updated_at","screenshot_uuid","dom_uuid","source","cycle_id"
138,"b9d81d2e-da12-11e7-9530-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:22.028","2017-12-05 23:19:22","Administrator","chrome","first_name",,,"inputText","Kendrick",,,"Kendrick","2017-12-05 23:20:16.835852","2017-12-05 23:20:16.835852","be636d24-da12-11e7-ac80-0aae563a0914","bed4a4d4-da12-11e7-9a9d-0aae563a0914","web",
139,"ba335c8a-da12-11e7-b2ff-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:22.626","2017-12-05 23:19:22","Administrator","chrome","last_name",,,"inputText","Witting",,,"Witting","2017-12-05 23:20:17.145333","2017-12-05 23:20:17.145333","be636d24-da12-11e7-ac80-0aae563a0914","bed4a4d4-da12-11e7-9a9d-0aae563a0914","web",
140,"ba7fce38-da12-11e7-a0e0-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:23.127","2017-12-05 23:19:23","Administrator","chrome","phone_work",,,"inputText","687.156.5122",,,"687.156.5122","2017-12-05 23:20:17.453148","2017-12-05 23:20:17.453148","be636d24-da12-11e7-ac80-0aae563a0914","bed4a4d4-da12-11e7-9a9d-0aae563a0914","web",
141,"badb5c98-da12-11e7-a9cf-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:23.727","2017-12-05 23:19:23","Administrator","chrome","Leads0emailAddress0",,,"inputText","judson@stoltenberg.co",,,"judson@stoltenberg.co","2017-12-05 23:20:17.758011","2017-12-05 23:20:17.758011","be636d24-da12-11e7-ac80-0aae563a0914","bed4a4d4-da12-11e7-9a9d-0aae563a0914","web",
143,"bfe02026-da12-11e7-8b82-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:32.147","2017-12-05 23:19:32","Administrator","chrome","first_name",,,"inputText","Rod",,,"Rod","2017-12-05 23:20:18.360082","2017-12-05 23:20:18.360082","c4713bd8-da12-11e7-8815-0aae563a0914","c4f1dd86-da12-11e7-b555-0aae563a0914","web",
144,"c03bad08-da12-11e7-a28a-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:32.747","2017-12-05 23:19:32","Administrator","chrome","last_name",,,"inputText","McLaughlin",,,"McLaughlin","2017-12-05 23:20:18.666227","2017-12-05 23:20:18.666227","c4713bd8-da12-11e7-8815-0aae563a0914","c4f1dd86-da12-11e7-b555-0aae563a0914","web",
145,"c087f846-da12-11e7-9a9f-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:33.247","2017-12-05 23:19:33","Administrator","chrome","phone_work",,,"inputText","278-145-3306",,,"278-145-3306","2017-12-05 23:20:18.962295","2017-12-05 23:20:18.962295","c4713bd8-da12-11e7-8815-0aae563a0914","c4f1dd86-da12-11e7-b555-0aae563a0914","web",
146,"c0e38528-da12-11e7-9b39-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:33.847","2017-12-05 23:19:33","Administrator","chrome","Leads0emailAddress0",,,"inputText","casandra.osinski@weber.io",,,"casandra.osinski@weber.io","2017-12-05 23:20:19.25861","2017-12-05 23:20:19.25861","c4713bd8-da12-11e7-8815-0aae563a0914","c4f1dd86-da12-11e7-b555-0aae563a0914","web",
148,"c5fa2488-da12-11e7-91d9-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:42.384","2017-12-05 23:19:42","Administrator","chrome","first_name",,,"inputText","Giovanny",,,"Giovanny","2017-12-05 23:20:19.862416","2017-12-05 23:20:19.862416","ca843b64-da12-11e7-aaba-0aae563a0914","cb021d50-da12-11e7-8b92-0aae563a0914","web",
149,"c655b168-da12-11e7-8025-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:42.984","2017-12-05 23:19:42","Administrator","chrome","last_name",,,"inputText","Bayer",,,"Bayer","2017-12-05 23:20:20.164448","2017-12-05 23:20:20.164448","ca843b64-da12-11e7-aaba-0aae563a0914","cb021d50-da12-11e7-8b92-0aae563a0914","web",
150,"c6a1fcae-da12-11e7-8267-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:43.484","2017-12-05 23:19:43","Administrator","chrome","phone_work",,,"inputText","919-136-4201 x492",,,"919-136-4201 x492","2017-12-05 23:20:20.459461","2017-12-05 23:20:20.459461","ca843b64-da12-11e7-aaba-0aae563a0914","cb021d50-da12-11e7-8b92-0aae563a0914","web",
151,"c6fdb08a-da12-11e7-bf4c-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:44.085","2017-12-05 23:19:44","Administrator","chrome","Leads0emailAddress0",,,"inputText","minerva@okon.co",,,"minerva@okon.co","2017-12-05 23:20:20.772185","2017-12-05 23:20:20.772185","ca843b64-da12-11e7-aaba-0aae563a0914","cb021d50-da12-11e7-8b92-0aae563a0914","web",
153,"cc061f24-da12-11e7-89d2-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:52.529","2017-12-05 23:19:52","Administrator","chrome","first_name",,,"inputText","Raina",,,"Raina","2017-12-05 23:20:21.413616","2017-12-05 23:20:21.413616","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
154,"cc5242ae-da12-11e7-9acb-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:53.028","2017-12-05 23:19:53","Administrator","chrome","last_name",,,"inputText","McGlynn",,,"McGlynn","2017-12-05 23:20:21.728164","2017-12-05 23:20:21.728164","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
155,"ccadd03e-da12-11e7-ae8e-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:53.628","2017-12-05 23:19:53","Administrator","chrome","phone_work",,,"inputText","985-913-0683 x512",,,"985-913-0683 x512","2017-12-05 23:20:22.068203","2017-12-05 23:20:22.068203","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
156,"cd09360c-da12-11e7-a08e-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:54.227","2017-12-05 23:19:54","Administrator","chrome","Leads0emailAddress0",,,"inputText","kendrick@bechtelar.biz",,,"kendrick@bechtelar.biz","2017-12-05 23:20:22.416759","2017-12-05 23:20:22.416759","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
158,"cda1cbe4-da12-11e7-8472-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:55.228","2017-12-05 23:19:55","Administrator","chrome","primary_address_city",,,"inputText","South Laurianneview",,,"South Laurianneview","2017-12-05 23:20:23.038202","2017-12-05 23:20:23.038202","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
159,"cdedf010-da12-11e7-94ea-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:55.727","2017-12-05 23:19:55","Administrator","chrome","primary_address_state",,,"inputText","Iowa",,,"Iowa","2017-12-05 23:20:23.34547","2017-12-05 23:20:23.34547","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
160,"ce3a61b4-da12-11e7-9513-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:56.228","2017-12-05 23:19:56","Administrator","chrome","primary_address_postalcode",,,"inputText","69386-7443",,,"69386-7443","2017-12-05 23:20:23.671385","2017-12-05 23:20:23.671385","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
142,"bb277f42-da12-11e7-8b3c-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:24.227","2017-12-05 23:19:24","Administrator","chrome","opportunity_amount",,,"inputText","$56.22",,"56.22","$56.22","2017-12-05 23:20:18.05732","2017-12-05 23:20:31.547241","be636d24-da12-11e7-ac80-0aae563a0914","bed4a4d4-da12-11e7-9a9d-0aae563a0914","web",
152,"c749d4ca-da12-11e7-bfe0-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:44.584","2017-12-05 23:19:44","Administrator","chrome","opportunity_amount",,,"inputText","$35.81",,"35.81","$35.81","2017-12-05 23:20:21.08871","2017-12-05 23:20:31.977452","ca843b64-da12-11e7-aaba-0aae563a0914","cb021d50-da12-11e7-8b92-0aae563a0914","web",
157,"cd555a34-da12-11e7-9e20-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:19:54.727","2017-12-05 23:19:54","Administrator","chrome","opportunity_amount",,,"inputText","$40.26",,"40.26","$40.26","2017-12-05 23:20:22.726426","2017-12-05 23:20:32.080089","d17abc6e-da12-11e7-ace1-0aae563a0914","d1ed78d8-da12-11e7-bdb1-0aae563a0914","web",
161,"572d85fa-7d95-43d6-ba69-7e3e90d7383f","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:11.8185","2017-12-05 23:20:11","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:21:35.456655","2017-12-05 23:21:35.456655","75d50528-12dd-45a5-8b21-f3fd84dec6a7","43e4f57c-d46f-4296-89b5-2144a1a9cc90","win",
162,"3108b6fb-7b5a-4890-8081-1c2dd2ede718","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:53.8188","2017-12-05 23:20:53","Administrator","Start menu","Server Manager",,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:21:36.081692","2017-12-05 23:21:36.081692","9a685eba-e8f8-4453-8b4a-fa99cbe38d18","fbcbc218-8c42-4b92-b347-1775990acb77","win",
163,"8d9fff19-a2e2-4f5c-99f8-7270cb87892c","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:55.5898","2017-12-05 23:20:55","Administrator","Start menu",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:21:49.819351","2017-12-05 23:21:49.819351","7c2274e2-55b8-4a57-bc36-e14e46453f79","08e0f341-f5b7-494b-ad74-3afeb311ae8a","win",
164,"d2faf1da-da12-11e7-a88b-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:04.2","2017-12-05 23:20:04","Administrator","chrome","first_name",,,"inputText","Virginie",,,"Virginie","2017-12-05 23:21:50.199241","2017-12-05 23:21:50.199241","d77fd8a4-da12-11e7-95e5-0aae563a0914","d7fc3494-da12-11e7-beb7-0aae563a0914","web",
165,"d3473d2e-da12-11e7-9402-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:04.7","2017-12-05 23:20:04","Administrator","chrome","last_name",,,"inputText","Heaney",,,"Heaney","2017-12-05 23:21:50.527584","2017-12-05 23:21:50.527584","d77fd8a4-da12-11e7-95e5-0aae563a0914","d7fc3494-da12-11e7-beb7-0aae563a0914","web",
166,"d3a2a2f8-da12-11e7-b2b3-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:05.3","2017-12-05 23:20:05","Administrator","chrome","phone_work",,,"inputText","264.129.5384",,,"264.129.5384","2017-12-05 23:21:50.837545","2017-12-05 23:21:50.837545","d77fd8a4-da12-11e7-95e5-0aae563a0914","d7fc3494-da12-11e7-beb7-0aae563a0914","web",
167,"d3fe2fcc-da12-11e7-9117-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:05.899","2017-12-05 23:20:05","Administrator","chrome","Leads0emailAddress0",,,"inputText","lera_smith@hayes.com",,,"lera_smith@hayes.com","2017-12-05 23:21:51.190531","2017-12-05 23:21:51.190531","d77fd8a4-da12-11e7-95e5-0aae563a0914","d7fc3494-da12-11e7-beb7-0aae563a0914","web",
168,"d44a5400-da12-11e7-8427-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:20:06.399","2017-12-05 23:20:06","Administrator","chrome","opportunity_amount",,,"inputText","$98.19",,"98.19","$98.19","2017-12-05 23:21:51.539154","2017-12-05 23:22:12.616407","d77fd8a4-da12-11e7-95e5-0aae563a0914","d7fc3494-da12-11e7-beb7-0aae563a0914","web",
169,"dbd60f36-6498-4727-94b1-ed404bef73fe","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:31:43.8002","2017-12-05 23:31:43","Administrator","Start menu",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:32:17.223444","2017-12-05 23:32:17.223444","613dfd4e-f858-4118-a963-7ee43b3e2733","19bd0ae8-e429-4a38-b125-9f0c8118a043","win",
170,"4f90fca9-a1d5-4479-a0d4-f92f5d9d4f85","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:31:43.8272","2017-12-05 23:31:43","Administrator","Google Chrome",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:32:17.607759","2017-12-05 23:32:17.607759","44726b6e-1540-4c8f-b3d8-9699e1bfd424","ca2e76ff-fa6a-42e8-a2dc-cf82a3cf4b28","win",
171,"10b56125-c9f4-46a9-9ba0-62afc319c757","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:31:45.6231","2017-12-05 23:31:45","Administrator","Workflow Exception",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:32:17.974864","2017-12-05 23:32:17.974864","5cdd964b-c86c-42f1-9c66-1ee0b989fa9d","f22da9e4-f5a5-41cc-b015-03703bce0f9a","win",
173,"8d1f03d0-890f-4e11-8d8c-12e514db8a99","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:34.0133","2017-12-05 23:32:34","Administrator","Neo",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:33:19.171589","2017-12-05 23:33:19.171589","66a0989d-5b43-4b46-a905-e059e2accbb3","65d4cb57-87b9-4f7d-813a-93b68996d42b","win",
174,"cad612fd-8aa7-48aa-839d-f3d066615abb","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:36.1793","2017-12-05 23:32:36","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:33:19.585058","2017-12-05 23:33:19.585058","e0c69148-a85c-4020-b446-b093a40eb0ba","3c73608c-b242-4756-a8c8-88365b1514cf","win",
175,"5de8dc79-0ace-4e4f-becf-ba9f0810f06c","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:44.9821","2017-12-05 23:32:44","Administrator","UiPath Studio Community",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:33:20.04088","2017-12-05 23:33:20.04088","4a167e1b-1d7c-4706-8698-054111aa3e48","bd7a73a9-652d-468d-8ed1-67c74267cb54","win",
176,"dc643870-4330-470e-956b-4e7947a41775","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:45.4621","2017-12-05 23:32:45","Administrator","UiPath Studio",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:33:20.48081","2017-12-05 23:33:20.48081","8c502294-2663-43c1-b815-5c95690ffc87","9bf04731-3f24-4971-acab-09ff1651e159","win",
177,"9e7bb3c7-d48f-4ee8-9fdd-07b496772642","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:46.9811","2017-12-05 23:32:46","Administrator","UiPath Studio",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:33:20.852939","2017-12-05 23:33:20.852939","344aa5d6-46d8-4c65-98b2-4fcd8c15aa74","8301d9af-7f96-4556-82f7-279ca42dce74","win",
178,"fbaed280-9777-4d96-b63e-dfd7225f6511","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:51.0091","2017-12-05 23:32:51","Administrator","UiPath Studio Community",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:33:21.210867","2017-12-05 23:33:21.210867","da00ecc5-9d9a-4166-ad30-9e0626eb9402","8cee2794-e5c2-4dc0-8afd-f559be974711","win",
179,"c56e0e70-c937-42b6-8a21-08f4119eea5b","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:55.4309","2017-12-05 23:32:55","Administrator","Opportunities",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:33:21.544432","2017-12-05 23:33:21.544432","b2fc1f29-d8a4-4d80-a482-a7f4cb3a06d2","66adaa0c-d12a-4a13-861c-f6002b8a3bcb","win",
180,"a96566b6-fd3e-4896-85a7-40996688ea15","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:55.5539","2017-12-05 23:32:55","Administrator","Neo",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:33:21.893463","2017-12-05 23:33:21.893463","2af9b3dd-6c75-45a3-a0ef-ac9835dfa7ea","50750464-5e52-4bc8-8c8e-2dd8e84a7360","win",
181,"9446339e-b588-4d2c-853d-619b57fb0d11","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:33:02.4869","2017-12-05 23:33:02","Administrator","Neo",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:33:22.277005","2017-12-05 23:33:22.277005","324757da-799f-4905-ad68-d577521ea9c7","a2d4e4a5-1d63-4601-ba3b-29de5852b4b7","win",
172,"34fd177d-eb3b-4bb7-a325-6c6c04f7b377","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:32:22.6875","2017-12-05 23:32:22","Administrator","Neo",,,,"KEY_PRESS","Active Window",,,"","2017-12-05 23:33:18.807965","2017-12-05 23:33:18.807965","62e01bae-6666-4009-a7bd-dd4f37f0a93d","d4983178-ae3f-4b5b-8201-d23d3dcde7be","win",
391,"1a605014-7c2d-433d-bebd-8f1657203058","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:47:12.1159","2017-12-05 23:47:12","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:48:27.737574","2017-12-05 23:48:27.737574","f2d9abcc-ff61-471f-84f0-adbb87b1fa10","3b6f8379-1805-4a35-96f3-5309a174727f","win",
392,"d1e11c20-837f-4d49-8e56-b8ef8f7c7f7e","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:47:23.8327","2017-12-05 23:47:23","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:48:28.301381","2017-12-05 23:48:28.301381","4578b8af-bba3-4018-83c9-8b0e2cd1b6ae","3459a5f3-1222-40fb-813a-d249a5c03487","win",
185,"75f73c1a-6659-4d11-aac1-0b314ffb3869","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:33:49.1531","2017-12-05 23:33:49","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:34:30.760315","2017-12-05 23:34:30.760315","91abb21b-1ac9-401a-b84d-33e7867db1b0","363bfe5c-fcd4-469c-aa02-b28a970af588","win",
186,"b6d94496-5c66-4a48-a572-591a82a7e93c","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:34:00.8849","2017-12-05 23:34:00","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:34:31.124861","2017-12-05 23:34:31.124861","cb4d8eff-e73c-43ad-8ebf-6483cfbd6d4c","cdefc622-6a7a-45f4-88c5-7dfd213fe025","win",
187,"ed639c38-9650-4b0f-b416-a782634e846e","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:34:11.0347","2017-12-05 23:34:11","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:34:31.480382","2017-12-05 23:34:31.480382","1bcf7556-e680-4cb6-af7b-96c2f99a42ce","009f77a3-ca1f-4aff-8b5b-27e3faffbb3a","win",
188,"1b246819-b8a0-43a9-a866-63c69e73e6ed","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:34:22.7546","2017-12-05 23:34:22","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:34:31.887273","2017-12-05 23:34:31.887273","0f6bd3dc-04d0-4160-ae84-5e7f0adac662","59fa82dd-336c-48bd-85f9-7fdec71fff6d","win",
393,"cc2ae7d8-b226-48b6-b41a-68414aa994ef","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:47:34.0175","2017-12-05 23:47:34","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:48:28.686435","2017-12-05 23:48:28.686435","6e6f3f4b-4ca8-42e9-92a6-f03bc2d9ed49","9132a9d7-3c84-49d2-b843-c3fc55fa20b4","win",
394,"ebc9a7cd-ce90-47cd-a316-024ceca61170","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:47:45.7173","2017-12-05 23:47:45","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:48:29.055594","2017-12-05 23:48:29.055594","718d9424-b240-4830-b807-f296a2ac8727","0e632a59-fb9e-4836-b423-b6e1a99d3020","win",
395,"51708e68-218d-4e7c-bbfe-e8bef10379ed","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:47:57.4651","2017-12-05 23:47:57","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:48:29.503936","2017-12-05 23:48:29.503936","fce9dd15-4f10-4dd2-83cc-92370b4e3d3f","fe22effc-9ba3-4f31-8366-25afe2b33e01","win",
396,"5f834b9e-06cb-47b1-b496-1ee9c07cc186","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:48:09.2149","2017-12-05 23:48:09","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:48:29.893701","2017-12-05 23:48:29.893701","5184feee-1973-4014-96a8-42daf0ee45c4","5f2d4191-e759-4eb5-933d-7858eddc78d0","win",
397,"6ccf384f-8577-4044-bfd9-735753b93f5a","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:48:20.9018","2017-12-05 23:48:20","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:48:30.36011","2017-12-05 23:48:30.36011","a6dac396-38a4-47a5-b4a6-312b90605d57","41871c51-a47d-4b46-9df5-dad2feed96bf","win",
215,"8e193da4-d4bd-4ab1-b495-401fca533e71","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:34:34.4464","2017-12-05 23:34:34","Administrator","Google Chrome",,,,"MOUSE_CLICK","LEFT_MOUSE",,,"","2017-12-05 23:35:21.795128","2017-12-05 23:35:21.795128","17c3a10c-2b6f-452a-a04f-4344c4f47b2e","e6e55fcb-3c8c-42a7-984d-8045006a2009","win",
235,"e233e2a2-da14-11e7-82cf-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:34:48.732","2017-12-05 23:34:48","Administrator","chrome","first_name",,,"inputText","River",,,"River","2017-12-05 23:35:27.852659","2017-12-05 23:35:27.852659","e7a4607e-da14-11e7-9f42-0aae563a0914","e81dfd54-da14-11e7-9b70-0aae563a0914","web",4
403,"9ecc10c0-da16-11e7-b5bc-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:47:14.639","2017-12-05 23:47:14","Administrator","chrome","first_name",,,"inputText","Melyna",,,"Melyna","2017-12-05 23:48:32.592629","2017-12-05 23:48:32.592629","a43cb664-da16-11e7-8ca3-0aae563a0914","a4b78b0a-da16-11e7-bb94-0aae563a0914","web",6
402,"9a1089a6-da16-11e7-bc5f-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:47:06.698","2017-12-05 23:47:06","Administrator","chrome","opportunity_amount",,,"inputText","$82.92",,"82.92","$82.92","2017-12-05 23:48:32.181182","2017-12-05 23:48:35.614348","9d43280a-da16-11e7-a4e9-0aae563a0914","9db9dea8-da16-11e7-ab3e-0aae563a0914","web",5
197,"c12fdff8-da14-11e7-955d-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:33:53.341","2017-12-05 23:33:53","Administrator","chrome","Leads0emailAddress0",,,"inputText","caidy_sipes@erdman.info",,,"caidy_sipes@erdman.info","2017-12-05 23:34:35.103103","2017-12-05 23:34:35.103103","c5a8b8b4-da14-11e7-bf16-0aae563a0914","c61e5de8-da14-11e7-9b99-0aae563a0914","web",4
198,"c17c038c-da14-11e7-9a7d-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:33:53.84","2017-12-05 23:33:53","Administrator","chrome","opportunity_amount",,,"inputText","$29.11",,"29.11","$29.11","2017-12-05 23:34:35.528179","2017-12-05 23:34:44.528009","c5a8b8b4-da14-11e7-bf16-0aae563a0914","c61e5de8-da14-11e7-9b99-0aae563a0914","web",4
199,"c1c827c6-da14-11e7-80cd-0aae563a0914","805d36ab-b02f-4f91-862c-702bf66260f7","WIN-L5VDCD2203O","2017-12-05 23:33:54.34","2017-12-05 23:33:54","Administrator","chrome","primary_address_city",,,"inputText","New Estefania",,,"New Estefania","2017-12-05 23:34:35.845573","2017-12-05 23:34:35.845573","c5a8b8b4-da14-11e7-bf16-0aae563a0914","c61e5de8-da14-11e7-9b99-0aae563a0914","web",4
